"raceId","mean_lap_time","median_lap_time","mean_race_time","median_race_time","circuitId","year","round","circuit_name","circuit_length","mean_speed"
222,103.938573987732,103.216622641509,4454.04809523809,5399.069,22,1997,16,"Suzuka Circuit",5807,201.130333022151
224,100.124388207874,98.4111578947368,4231.847,5571.827,1,1996,1,"Albert Park Grand Prix Circuit",5278,189.771946077227
225,98.3102419287481,96.5352028985507,5083.28914285714,6592.976,18,1996,2,"Autódromo José Carlos Pace",4309,157.790273888685
227,86.1640274219756,84.9936810207336,4706.56675,5627.843,20,1996,4,"Nürburgring",5148,215.087439091471
228,93.4090361532681,92.8327631578947,4632.90647619048,5269.134,21,1996,5,"Autodromo Enzo e Dino Ferrari",4909,189.193687546488
229,105.453930206312,99.724087254902,4877.533875,6470.9165,6,1996,6,"Circuit de Monaco",3337,113.918940493703
230,120.776098153372,113.39196875,3968.30252941176,4948.906,4,1996,7,"Circuit de Barcelona-Catalunya",4657,138.812234012644
231,86.5695295860949,85.9317517198249,3578.05186363636,3543.525,7,1996,8,"Circuit Gilles Villeneuve",4361,181.352492904406
232,83.3722486844757,82.5594,4262.48223809524,5796.922,8,1996,9,"Circuit de Nevers Magny-Cours",4411,190.466255265547
233,95.5189543885973,93.9739083333333,4055.4228,5589.33,9,1996,10,"Silverstone Circuit",5891,222.025043466469
234,111.595794644061,111.090791812865,4246.74255555556,4921.801,10,1996,11,"Hockenheimring",4574,147.553947283769
235,85.8977800030098,85.0051710526316,4415.88115789474,5851.955,11,1996,12,"Hungaroring",4381,183.60893610344
236,123.013208468338,121.94081541769,4600.8725,5301.3505,13,1996,13,"Circuit de Spa-Francorchamps",7004,204.973110724853
237,91.744782420037,90.5280384615385,2829.6327,3964.367,14,1996,14,"Autodromo Nazionale di Monza",5793,227.313199180309
239,108.859709009824,108.435817307692,4928.32338888889,5580.141,22,1996,16,"Suzuka Circuit",5807,192.037992661852
338,107.193101480417,98.0496034482759,4644.4794,5631.927,1,2010,2,"Albert Park Grand Prix Circuit",5278,177.257675518151
339,105.052128071137,101.916964285714,4708.31252173913,5649.471,2,2010,3,"Sepang International Circuit",5543,189.951411422027
340,124.383929224109,115.437044642857,5816.89025,6452.049,17,2010,4,"Shanghai International Circuit",5451,157.766361960178
341,89.7311837857493,88.8738076923077,5358.376,5780.7375,4,2010,5,"Circuit de Barcelona-Catalunya",4657,186.838056656315
342,87.8780214204177,84.903717948718,5152.25452173913,6613.355,6,2010,6,"Circuit de Monaco",3337,136.703123327363
343,94.023775645934,93.0084827586207,5058.056,5359.308,5,2010,7,"Istanbul Park",5338,204.38234763476
344,84.0845183861453,82.4207028985507,4982.02533333333,5675.591,7,2010,8,"Circuit Gilles Villeneuve",4361,186.712135614573
346,99.6417827383351,98.6865480769231,4690.21175,5117.033,9,2010,10,"Silverstone Circuit",5891,212.838423974131
347,86.6649719377572,79.9750227272727,4653.08883333333,5273.5725,10,2010,11,"Hockenheimring",4574,190.000638456632
348,90.0823814077754,88.3628043478261,5118.95579166667,6077.015,11,2010,12,"Hungaroring",4381,175.079740938539
349,123.880194427246,122.25225,4916.65704347826,5345.839,13,2010,13,"Circuit de Spa-Francorchamps",7004,203.538589171397
350,88.4926819085177,87.7387358490566,4435.01140909091,4611.957,14,2010,14,"Autodromo Nazionale di Monza",5793,235.66694499732
351,119.793466652194,118.134139344262,5962.05829166667,7078.6825,15,2010,15,"Marina Bay Street Circuit",4940,148.455508442991
