resultId,raceId,driverId,constructorId,grid_position,position,points,laps,fastestLap,fastestLapRank,fastestLapTime,fastestLapSpeed,statusId
16156,653,243,34,18,19,0.0,22,0,0,0 days 00:00:00,0.0,64
16157,653,346,37,14,20,0.0,21,0,0,0 days 00:00:00,0.0,5
16158,654,224,32,3,1,9.0,108,0,0,0 days 00:00:00,0.0,1
16159,654,345,66,4,2,6.0,108,0,0,0 days 00:00:00,0.0,1
16160,654,317,32,9,3,4.0,108,0,0,0 days 00:00:00,0.0,1
16161,654,235,6,1,4,3.0,107,0,0,0 days 00:00:00,0.0,11
16162,654,278,37,5,5,2.0,107,0,0,0 days 00:00:00,0.0,11
16163,654,321,63,13,6,1.0,107,0,0,0 days 00:00:00,0.0,11
16164,654,304,187,11,7,0.0,106,0,0,0 days 00:00:00,0.0,12
16165,654,280,82,12,8,0.0,105,0,0,0 days 00:00:00,0.0,13
16166,654,346,37,23,9,0.0,105,0,0,0 days 00:00:00,0.0,13
16167,654,356,34,16,10,0.0,105,0,0,0 days 00:00:00,0.0,13
16168,654,238,37,15,11,0.0,104,0,0,0 days 00:00:00,0.0,14
16169,654,243,34,19,12,0.0,104,0,0,0 days 00:00:00,0.0,14
16170,654,223,6,6,13,0.0,101,0,0,0 days 00:00:00,0.0,17
16171,654,320,187,21,14,0.0,100,0,0,0 days 00:00:00,0.0,18
16172,654,328,25,2,15,0.0,82,0,0,0 days 00:00:00,0.0,44
16173,654,289,32,10,16,0.0,72,0,0,0 days 00:00:00,0.0,8
16174,654,327,37,17,17,0.0,62,0,0,0 days 00:00:00,0.0,36
16175,654,314,86,20,18,0.0,61,0,0,0 days 00:00:00,0.0,22
16176,654,347,187,24,19,0.0,50,0,0,0 days 00:00:00,0.0,110
16177,654,306,82,18,20,0.0,27,0,0,0 days 00:00:00,0.0,64
16178,654,366,34,22,21,0.0,21,0,0,0 days 00:00:00,0.0,95
16179,654,262,66,7,22,0.0,14,0,0,0 days 00:00:00,0.0,5
16180,654,352,66,14,23,0.0,10,0,0,0 days 00:00:00,0.0,5
16181,654,341,63,8,24,0.0,6,0,0,0 days 00:00:00,0.0,5
16182,654,367,66,0,25,0.0,0,0,0,0 days 00:00:00,0.0,81
16183,654,353,32,0,26,0.0,0,0,0,0 days 00:00:00,0.0,81
16184,654,333,198,0,27,0.0,0,0,0,0 days 00:00:00,0.0,81
16185,655,235,6,3,1,9.0,65,0,0,0 days 00:00:00,0.0,1
16186,655,223,6,1,2,6.0,65,0,0,0 days 00:00:00,0.0,1
16187,655,304,187,14,3,4.0,65,0,0,0 days 00:00:00,0.0,1
16188,655,278,37,5,4,3.0,65,0,0,0 days 00:00:00,0.0,1
16189,655,306,82,6,5,2.0,65,0,0,0 days 00:00:00,0.0,1
16190,655,345,66,7,6,1.0,65,0,0,0 days 00:00:00,0.0,1
16191,655,262,66,13,7,0.0,64,0,0,0 days 00:00:00,0.0,11
16192,655,341,63,15,8,0.0,64,0,0,0 days 00:00:00,0.0,11
16193,655,280,82,11,9,0.0,61,0,0,0 days 00:00:00,0.0,14
16194,655,317,32,12,10,0.0,56,0,0,0 days 00:00:00,0.0,62
16195,655,356,34,4,11,0.0,52,0,0,0 days 00:00:00,0.0,5
16196,655,328,25,2,12,0.0,33,0,0,0 days 00:00:00,0.0,22
16197,655,320,187,10,13,0.0,27,0,0,0 days 00:00:00,0.0,5
16198,655,243,34,17,14,0.0,15,0,0,0 days 00:00:00,0.0,69
16199,655,327,37,9,15,0.0,8,0,0,0 days 00:00:00,0.0,5
16200,655,289,32,8,16,0.0,4,0,0,0 days 00:00:00,0.0,25
16201,655,346,37,16,17,0.0,3,0,0,0 days 00:00:00,0.0,5
16202,655,224,32,18,18,0.0,1,0,0,0 days 00:00:00,0.0,5
16203,656,328,196,4,1,9.0,80,0,0,0 days 00:00:00,0.0,1
16204,656,289,180,7,2,6.0,80,0,0,0 days 00:00:00,0.0,1
16205,656,304,187,3,3,4.0,80,0,0,0 days 00:00:00,0.0,1
16206,656,346,180,12,4,3.0,80,0,0,0 days 00:00:00,0.0,1
16207,656,360,187,8,5,2.0,79,0,0,0 days 00:00:00,0.0,11
16208,656,306,196,11,6,1.0,78,0,0,0 days 00:00:00,0.0,12
16209,656,262,66,14,7,0.0,77,0,0,0 days 00:00:00,0.0,13
16210,656,368,191,17,8,0.0,73,0,0,0 days 00:00:00,0.0,17
16211,656,362,191,16,9,0.0,67,0,0,0 days 00:00:00,0.0,62
16212,656,358,180,2,10,0.0,44,0,0,0 days 00:00:00,0.0,48
16213,656,341,66,18,11,0.0,40,0,0,0 days 00:00:00,0.0,5
16214,656,345,66,15,12,0.0,38,0,0,0 days 00:00:00,0.0,47
16215,656,278,6,5,13,0.0,34,0,0,0 days 00:00:00,0.0,5
16216,656,356,182,1,14,0.0,32,0,0,0 days 00:00:00,0.0,64
16217,656,207,180,6,15,0.0,31,0,0,0 days 00:00:00,0.0,6
16218,656,340,180,10,16,0.0,31,0,0,0 days 00:00:00,0.0,80
16219,656,235,182,13,17,0.0,20,0,0,0 days 00:00:00,0.0,80
16220,656,369,187,9,18,0.0,12,0,0,0 days 00:00:00,0.0,23
16221,657,328,196,4,1,9.0,90,0,0,0 days 00:00:00,0.0,1
16222,657,360,187,13,2,6.0,88,0,0,0 days 00:00:00,0.0,12
16223,657,306,196,12,3,4.0,87,0,0,0 days 00:00:00,0.0,13
16224,657,304,187,8,4,3.0,87,0,0,0 days 00:00:00,0.0,13
16225,657,341,66,9,5,2.0,84,0,0,0 days 00:00:00,0.0,16
16226,657,235,182,7,6,1.0,83,0,0,0 days 00:00:00,0.0,17
16227,657,345,66,14,7,0.0,73,0,0,0 days 00:00:00,0.0,5
16228,657,278,6,2,8,0.0,56,0,0,0 days 00:00:00,0.0,5
16229,657,356,182,5,9,0.0,51,0,0,0 days 00:00:00,0.0,5
16230,657,346,180,6,10,0.0,30,0,0,0 days 00:00:00,0.0,44
16231,657,358,180,1,11,0.0,19,0,0,0 days 00:00:00,0.0,3
16232,657,361,182,11,12,0.0,18,0,0,0 days 00:00:00,0.0,5
16233,657,289,180,3,13,0.0,8,0,0,0 days 00:00:00,0.0,3
16234,657,262,66,10,14,0.0,1,0,0,0 days 00:00:00,0.0,108
16235,658,289,180,4,1,9.0,80,0,0,0 days 00:00:00,0.0,1
16236,658,361,182,9,2,6.0,80,0,0,0 days 00:00:00,0.0,1
16237,658,346,180,5,3,4.0,80,0,0,0 days 00:00:00,0.0,1
16238,658,370,180,10,4,3.0,80,0,0,0 days 00:00:00,0.0,1
16239,658,360,187,11,5,2.0,79,0,0,0 days 00:00:00,0.0,11
16240,658,304,187,12,6,1.0,78,0,0,0 days 00:00:00,0.0,12
16241,658,350,167,16,7,0.0,74,0,0,0 days 00:00:00,0.0,16
16242,658,235,182,7,8,0.0,48,0,0,0 days 00:00:00,0.0,22
16243,658,328,196,1,9,0.0,22,0,0,0 days 00:00:00,0.0,86
16244,658,306,196,3,10,0.0,20,0,0,0 days 00:00:00,0.0,86
16245,658,278,6,2,11,0.0,16,0,0,0 days 00:00:00,0.0,24
16246,658,345,66,14,12,0.0,15,0,0,0 days 00:00:00,0.0,5
16247,658,351,182,15,13,0.0,15,0,0,0 days 00:00:00,0.0,86
16248,658,341,66,6,14,0.0,9,0,0,0 days 00:00:00,0.0,6
16249,658,356,182,8,15,0.0,9,0,0,0 days 00:00:00,0.0,3
16250,658,262,66,13,16,0.0,0,0,0,0 days 00:00:00,0.0,3
16251,659,328,196,2,1,9.0,90,0,0,0 days 00:00:00,0.0,1
16252,659,346,180,10,2,6.0,90,0,0,0 days 00:00:00,0.0,1
16253,659,278,6,4,3,4.0,90,0,0,0 days 00:00:00,0.0,1
16254,659,304,187,7,4,3.0,90,0,0,0 days 00:00:00,0.0,1
16255,659,235,182,5,5,2.0,90,0,0,0 days 00:00:00,0.0,1
16256,659,356,182,8,6,1.0,90,0,0,0 days 00:00:00,0.0,1
16257,659,289,180,3,7,0.0,88,0,0,0 days 00:00:00,0.0,12
16258,659,306,187,11,8,0.0,87,0,0,0 days 00:00:00,0.0,13
16259,659,341,66,12,9,0.0,87,0,0,0 days 00:00:00,0.0,13
16260,659,350,187,15,10,0.0,84,0,0,0 days 00:00:00,0.0,16
16261,659,351,182,14,11,0.0,54,0,0,0 days 00:00:00,0.0,80
16262,659,360,187,6,12,0.0,24,0,0,0 days 00:00:00,0.0,22
16263,659,358,180,1,13,0.0,16,0,0,0 days 00:00:00,0.0,86
16264,659,361,182,9,14,0.0,12,0,0,0 days 00:00:00,0.0,8
16265,659,262,66,13,15,0.0,9,0,0,0 days 00:00:00,0.0,6
16266,660,328,196,1,1,9.0,38,0,0,0 days 00:00:00,0.0,1
16267,660,306,196,5,2,6.0,38,0,0,0 days 00:00:00,0.0,1
16268,660,235,182,4,3,4.0,38,0,0,0 days 00:00:00,0.0,1
16269,660,360,187,7,4,3.0,37,0,0,0 days 00:00:00,0.0,11
16270,660,350,187,10,5,2.0,37,0,0,0 days 00:00:00,0.0,11
16271,660,289,180,8,6,1.0,37,0,0,0 days 00:00:00,0.0,11
16272,660,351,182,13,7,0.0,36,0,0,0 days 00:00:00,0.0,12
16273,660,304,187,2,8,0.0,35,0,0,0 days 00:00:00,0.0,13
16274,660,346,180,9,9,0.0,34,0,0,0 days 00:00:00,0.0,14
16275,660,278,6,6,10,0.0,30,0,0,0 days 00:00:00,0.0,5
16276,660,358,180,3,11,0.0,22,0,0,0 days 00:00:00,0.0,68
16277,660,361,182,11,12,0.0,21,0,0,0 days 00:00:00,0.0,83
16278,660,357,180,12,13,0.0,1,0,0,0 days 00:00:00,0.0,48
16279,661,328,196,2,1,9.0,84,0,0,0 days 00:00:00,0.0,1
16280,661,235,182,4,2,6.0,83,0,0,0 days 00:00:00,0.0,11
16281,661,360,187,7,3,4.0,83,0,0,0 days 00:00:00,0.0,11
16282,661,358,180,1,4,3.0,83,0,0,0 days 00:00:00,0.0,11
16283,661,361,182,10,5,2.0,83,0,0,0 days 00:00:00,0.0,11
16284,661,350,187,11,6,1.0,82,0,0,0 days 00:00:00,0.0,12
16285,661,289,180,12,7,0.0,82,0,0,0 days 00:00:00,0.0,12
16286,661,346,180,9,8,0.0,81,0,0,0 days 00:00:00,0.0,13
16287,661,306,196,17,9,0.0,78,0,0,0 days 00:00:00,0.0,16
16288,661,357,180,14,10,0.0,75,0,0,0 days 00:00:00,0.0,19
16289,661,345,6,8,11,0.0,61,0,0,0 days 00:00:00,0.0,5
16290,661,278,6,5,12,0.0,45,0,0,0 days 00:00:00,0.0,6
16291,661,304,187,3,13,0.0,27,0,0,0 days 00:00:00,0.0,80
16292,661,262,66,13,14,0.0,19,0,0,0 days 00:00:00,0.0,7
16293,661,347,180,16,15,0.0,6,0,0,0 days 00:00:00,0.0,5
16294,661,321,187,15,16,0.0,5,0,0,0 days 00:00:00,0.0,22
16295,661,341,66,6,17,0.0,1,0,0,0 days 00:00:00,0.0,22
16296,662,235,182,1,1,9.0,14,0,0,0 days 00:00:00,0.0,1
16297,662,328,196,2,2,6.0,14,0,0,0 days 00:00:00,0.0,1
16298,662,360,187,8,3,4.0,14,0,0,0 days 00:00:00,0.0,1
16299,662,289,180,9,4,3.0,14,0,0,0 days 00:00:00,0.0,1
16300,662,346,180,4,5,2.0,12,0,0,0 days 00:00:00,0.0,22
16301,662,306,196,10,6,1.0,12,0,0,0 days 00:00:00,0.0,22
16302,662,304,187,5,7,0.0,11,0,0,0 days 00:00:00,0.0,7
16303,662,262,197,16,8,0.0,11,0,0,0 days 00:00:00,0.0,44
16304,662,358,180,3,9,0.0,10,0,0,0 days 00:00:00,0.0,80
16305,662,347,180,23,10,0.0,4,0,0,0 days 00:00:00,0.0,95
16306,662,361,182,7,11,0.0,1,0,0,0 days 00:00:00,0.0,3
16307,662,350,187,6,12,0.0,0,0,0,0 days 00:00:00,0.0,3
16308,662,207,180,15,13,0.0,0,0,0,0 days 00:00:00,0.0,3
16309,662,341,66,11,14,0.0,0,0,0,0 days 00:00:00,0.0,54
16310,663,328,196,3,1,9.0,68,0,0,0 days 00:00:00,0.0,1
16311,663,358,180,1,2,6.0,68,0,0,0 days 00:00:00,0.0,1
16312,663,306,196,6,3,4.0,68,0,0,0 days 00:00:00,0.0,1
16313,663,360,187,5,4,3.0,68,0,0,0 days 00:00:00,0.0,1
16314,663,361,182,4,5,2.0,68,0,0,0 days 00:00:00,0.0,1
16315,663,345,6,12,6,1.0,66,0,0,0 days 00:00:00,0.0,12
16316,663,304,187,2,7,0.0,66,0,0,0 days 00:00:00,0.0,12
16317,663,346,180,8,8,0.0,64,0,0,0 days 00:00:00,0.0,5
16318,663,289,180,9,9,0.0,63,0,0,0 days 00:00:00,0.0,86
16319,663,235,182,15,10,0.0,61,0,0,0 days 00:00:00,0.0,60
16320,663,341,66,10,11,0.0,60,0,0,0 days 00:00:00,0.0,62
16321,663,262,66,11,12,0.0,48,0,0,0 days 00:00:00,0.0,51
16322,663,351,182,13,13,0.0,9,0,0,0 days 00:00:00,0.0,95
16323,663,356,182,7,14,0.0,6,0,0,0 days 00:00:00,0.0,44
16324,663,357,180,14,15,0.0,3,0,0,0 days 00:00:00,0.0,5
16325,664,235,182,1,1,9.0,90,0,0,0 days 00:00:00,0.0,1
16326,664,356,182,6,2,6.0,90,0,0,0 days 00:00:00,0.0,1
16327,664,358,180,3,3,4.0,90,0,0,0 days 00:00:00,0.0,1
16328,664,306,196,2,4,3.0,89,0,0,0 days 00:00:00,0.0,11
16329,664,360,187,9,5,2.0,87,0,0,0 days 00:00:00,0.0,13
16330,664,359,196,15,6,1.0,84,0,0,0 days 00:00:00,0.0,16
16331,664,353,180,16,7,0.0,81,0,0,0 days 00:00:00,0.0,19
16332,664,343,66,18,8,0.0,80,0,0,0 days 00:00:00,0.0,62
16333,664,289,180,7,9,0.0,42,0,0,0 days 00:00:00,0.0,5
16334,664,346,180,8,10,0.0,40,0,0,0 days 00:00:00,0.0,86
16335,664,357,180,11,11,0.0,40,0,0,0 days 00:00:00,0.0,6
16336,664,345,6,13,12,0.0,37,0,0,0 days 00:00:00,0.0,51
16337,664,328,196,4,13,0.0,32,0,0,0 days 00:00:00,0.0,4
16338,664,371,189,17,14,0.0,22,0,0,0 days 00:00:00,0.0,2
16339,664,341,66,14,15,0.0,15,0,0,0 days 00:00:00,0.0,5
16340,664,361,182,10,16,0.0,13,0,0,0 days 00:00:00,0.0,95
16341,664,372,183,19,17,0.0,10,0,0,0 days 00:00:00,0.0,44
16342,664,304,187,5,18,0.0,9,0,0,0 days 00:00:00,0.0,99
16343,664,262,66,12,19,0.0,2,0,0,0 days 00:00:00,0.0,5
16344,664,351,182,20,20,0.0,0,0,0,0 days 00:00:00,0.0,3
16345,665,358,180,1,1,9.0,108,0,0,0 days 00:00:00,0.0,1
16346,665,361,182,9,2,6.0,108,0,0,0 days 00:00:00,0.0,1
16347,665,341,66,11,3,4.0,106,0,0,0 days 00:00:00,0.0,12
16348,665,356,182,18,4,3.0,106,0,0,0 days 00:00:00,0.0,12
16349,665,345,6,12,5,2.0,101,0,0,0 days 00:00:00,0.0,17
16350,665,351,182,17,6,1.0,98,0,0,0 days 00:00:00,0.0,88
16351,665,359,196,15,7,0.0,92,0,0,0 days 00:00:00,0.0,62
16352,665,289,180,4,8,0.0,90,0,0,0 days 00:00:00,0.0,3
16353,665,235,182,8,9,0.0,77,0,0,0 days 00:00:00,0.0,5
16354,665,352,66,9,10,0.0,76,0,0,0 days 00:00:00,0.0,5
16355,665,306,196,7,11,0.0,72,0,0,0 days 00:00:00,0.0,5
16356,665,304,187,2,12,0.0,52,0,0,0 days 00:00:00,0.0,6
16357,665,328,196,3,13,0.0,35,0,0,0 days 00:00:00,0.0,5
16358,665,353,180,16,14,0.0,25,0,0,0 days 00:00:00,0.0,86
16359,665,262,66,14,15,0.0,23,0,0,0 days 00:00:00,0.0,5
16360,665,346,180,13,16,0.0,3,0,0,0 days 00:00:00,0.0,69
16361,665,207,180,5,17,0.0,3,0,0,0 days 00:00:00,0.0,22
16362,665,360,187,6,18,0.0,0,0,0,0 days 00:00:00,0.0,5
16363,666,304,187,4,1,9.0,65,0,0,0 days 00:00:00,0.0,1
16364,666,235,182,2,2,6.0,65,0,0,0 days 00:00:00,0.0,1
16365,666,356,182,1,3,4.0,65,0,0,0 days 00:00:00,0.0,1
16366,666,328,196,3,4,3.0,65,0,0,0 days 00:00:00,0.0,1
16367,666,306,196,8,5,2.0,65,0,0,0 days 00:00:00,0.0,1
16368,666,262,66,12,6,1.0,63,0,0,0 days 00:00:00,0.0,12
16369,666,345,6,15,7,0.0,63,0,0,0 days 00:00:00,0.0,12
16370,666,359,196,14,8,0.0,63,0,0,0 days 00:00:00,0.0,12
16371,666,353,180,16,9,0.0,62,0,0,0 days 00:00:00,0.0,13
16372,666,361,182,9,10,0.0,61,0,0,0 days 00:00:00,0.0,14
16373,666,351,182,13,11,0.0,60,0,0,0 days 00:00:00,0.0,95
16374,666,341,66,10,12,0.0,53,0,0,0 days 00:00:00,0.0,6
16375,666,358,180,6,13,0.0,21,0,0,0 days 00:00:00,0.0,22
16376,666,352,66,17,14,0.0,6,0,0,0 days 00:00:00,0.0,6
16377,666,346,180,5,15,0.0,4,0,0,0 days 00:00:00,0.0,3
16378,666,357,180,11,16,0.0,3,0,0,0 days 00:00:00,0.0,48
16379,666,360,187,7,17,0.0,0,0,0,0 days 00:00:00,0.0,54
16380,667,373,180,1,1,9.0,80,0,0,0 days 00:00:00,0.0,1
16381,667,289,180,2,2,6.0,80,0,0,0 days 00:00:00,0.0,1
16382,667,358,191,4,3,4.0,80,0,0,0 days 00:00:00,0.0,1
16383,667,278,6,8,4,3.0,78,0,0,0 days 00:00:00,0.0,12
16384,667,304,194,9,5,2.0,78,0,0,0 days 00:00:00,0.0,12
16385,667,306,196,18,6,1.0,77,0,0,0 days 00:00:00,0.0,13
16386,667,346,167,16,7,0.0,77,0,0,0 days 00:00:00,0.0,13
16387,667,341,11,6,8,0.0,75,0,0,0 days 00:00:00,0.0,15
16388,667,340,191,17,9,0.0,75,0,0,0 days 00:00:00,0.0,15
16389,667,334,183,23,10,0.0,71,0,0,0 days 00:00:00,0.0,62
16390,667,364,190,12,11,0.0,58,0,0,0 days 00:00:00,0.0,44
16391,667,235,6,11,12,0.0,51,0,0,0 days 00:00:00,0.0,44
16392,667,347,167,19,13,0.0,46,0,0,0 days 00:00:00,0.0,25
16393,667,328,196,3,14,0.0,43,0,0,0 days 00:00:00,0.0,5
16394,667,368,89,22,15,0.0,35,0,0,0 days 00:00:00,0.0,25
16395,667,369,170,20,16,0.0,22,0,0,0 days 00:00:00,0.0,5
16396,667,345,66,10,17,0.0,20,0,0,0 days 00:00:00,0.0,69
16397,667,356,191,5,18,0.0,16,0,0,0 days 00:00:00,0.0,5
16398,667,333,6,7,19,0.0,13,0,0,0 days 00:00:00,0.0,3
16399,667,374,66,14,20,0.0,7,0,0,0 days 00:00:00,0.0,69
16400,667,312,167,21,21,0.0,4,0,0,0 days 00:00:00,0.0,44
16401,667,293,191,14,22,0.0,3,0,0,0 days 00:00:00,0.0,24
16402,667,375,195,15,23,0.0,2,0,0,0 days 00:00:00,0.0,110
16403,668,289,180,6,1,9.0,90,0,0,0 days 00:00:00,0.0,1
16404,668,304,187,3,2,6.0,90,0,0,0 days 00:00:00,0.0,1
16405,668,312,195,13,3,4.0,89,0,0,0 days 00:00:00,0.0,11
16406,668,375,195,12,4,3.0,89,0,0,0 days 00:00:00,0.0,11
16407,668,306,196,5,5,2.0,81,0,0,0 days 00:00:00,0.0,19
16408,668,360,187,4,6,0.0,77,0,0,0 days 00:00:00,0.0,44
16409,668,341,11,7,7,0.0,74,0,0,0 days 00:00:00,0.0,6
16410,668,346,180,10,8,0.0,62,0,0,0 days 00:00:00,0.0,7
16411,668,278,6,1,9,0.0,57,0,0,0 days 00:00:00,0.0,48
16412,668,361,66,11,10,0.0,52,0,0,0 days 00:00:00,0.0,48
16413,668,345,66,2,11,0.0,27,0,0,0 days 00:00:00,0.0,3
16414,668,235,6,8,12,0.0,13,0,0,0 days 00:00:00,0.0,80
16415,668,358,191,9,13,0.0,10,0,0,0 days 00:00:00,0.0,51
16416,668,356,191,0,14,0.0,0,0,0,0 days 00:00:00,0.0,54
16417,669,289,180,1,1,9.0,80,0,0,0 days 00:00:00,0.0,1
16418,669,370,66,6,2,6.0,80,0,0,0 days 00:00:00,0.0,1
16419,669,376,195,14,3,4.0,76,0,0,0 days 00:00:00,0.0,14
16420,669,375,195,15,4,3.0,76,0,0,0 days 00:00:00,0.0,14
16421,669,304,187,10,5,2.0,73,0,0,0 days 00:00:00,0.0,17
16422,669,341,11,4,6,0.0,16,0,0,0 days 00:00:00,0.0,6
16423,669,345,66,9,7,0.0,16,0,0,0 days 00:00:00,0.0,3
16424,669,346,180,3,8,0.0,17,0,0,0 days 00:00:00,0.0,24
16425,669,306,82,8,9,0.0,11,0,0,0 days 00:00:00,0.0,3
16426,669,361,66,11,10,0.0,11,0,0,0 days 00:00:00,0.0,83
16427,669,364,190,16,11,0.0,9,0,0,0 days 00:00:00,0.0,5
16428,669,358,191,5,12,0.0,8,0,0,0 days 00:00:00,0.0,3
16429,669,356,191,12,13,0.0,7,0,0,0 days 00:00:00,0.0,22
16430,669,359,196,2,14,0.0,3,0,0,0 days 00:00:00,0.0,86
16431,669,360,187,7,15,0.0,0,0,0,0 days 00:00:00,0.0,3
16432,669,262,180,13,16,0.0,0,0,0,0 days 00:00:00,0.0,3
16433,669,347,194,0,17,0.0,0,0,0,0 days 00:00:00,0.0,81
16434,669,351,191,0,18,0.0,0,0,0,0 days 00:00:00,0.0,81
16435,670,360,187,6,1,9.0,28,0,0,0 days 00:00:00,0.0,1
16436,670,345,66,8,2,6.0,28,0,0,0 days 00:00:00,0.0,1
16437,670,235,6,3,3,4.0,28,0,0,0 days 00:00:00,0.0,1
16438,670,328,196,2,4,3.0,27,0,0,0 days 00:00:00,0.0,60
16439,670,262,180,15,5,2.0,26,0,0,0 days 00:00:00,0.0,7
16440,670,376,195,12,6,1.0,26,0,0,0 days 00:00:00,0.0,12
16441,670,346,180,9,7,0.0,25,0,0,0 days 00:00:00,0.0,51
16442,670,306,82,13,8,0.0,25,0,0,0 days 00:00:00,0.0,13
16443,670,361,66,7,9,0.0,22,0,0,0 days 00:00:00,0.0,5
16444,670,304,187,5,10,0.0,18,0,0,0 days 00:00:00,0.0,86
16445,670,341,11,4,11,0.0,11,0,0,0 days 00:00:00,0.0,22
16446,670,278,6,1,12,0.0,8,0,0,0 days 00:00:00,0.0,21
16447,670,312,195,11,13,0.0,6,0,0,0 days 00:00:00,0.0,20
16448,670,370,66,18,14,0.0,6,0,0,0 days 00:00:00,0.0,108
16449,670,356,191,10,15,0.0,6,0,0,0 days 00:00:00,0.0,37
16450,670,289,180,14,16,0.0,5,0,0,0 days 00:00:00,0.0,86
16451,670,358,191,17,17,0.0,5,0,0,0 days 00:00:00,0.0,5
16452,670,347,194,16,18,0.0,1,0,0,0 days 00:00:00,0.0,36
16453,671,328,196,5,1,9.0,90,0,0,0 days 00:00:00,0.0,1
16454,671,306,82,16,2,6.0,90,0,0,0 days 00:00:00,0.0,1
16455,671,345,66,11,3,4.0,89,0,0,0 days 00:00:00,0.0,11
16456,671,235,6,6,4,3.0,88,0,0,0 days 00:00:00,0.0,12
16457,671,351,191,7,5,2.0,87,0,0,0 days 00:00:00,0.0,13
16458,671,278,6,1,6,1.0,85,0,0,0 days 00:00:00,0.0,15
16459,671,370,66,15,7,0.0,85,0,0,0 days 00:00:00,0.0,15
16460,671,347,194,19,8,0.0,82,0,0,0 days 00:00:00,0.0,18
16461,671,289,180,3,9,0.0,81,0,0,0 days 00:00:00,0.0,3
16462,671,262,180,10,10,0.0,80,0,0,0 days 00:00:00,0.0,62
16463,671,364,191,12,11,0.0,63,0,0,0 days 00:00:00,0.0,37
16464,671,346,180,13,12,0.0,55,0,0,0 days 00:00:00,0.0,6
16465,671,341,11,9,13,0.0,50,0,0,0 days 00:00:00,0.0,91
16466,671,361,66,14,14,0.0,50,0,0,0 days 00:00:00,0.0,20
16467,671,358,191,2,15,0.0,39,0,0,0 days 00:00:00,0.0,80
16468,671,356,191,4,16,0.0,22,0,0,0 days 00:00:00,0.0,20
16469,671,360,187,8,17,0.0,19,0,0,0 days 00:00:00,0.0,3
16470,671,304,187,7,18,0.0,10,0,0,0 days 00:00:00,0.0,80
16471,671,376,195,18,19,0.0,9,0,0,0 days 00:00:00,0.0,3
16472,672,235,6,3,1,9.0,60,0,0,0 days 00:00:00,0.0,1
16473,672,341,11,7,2,6.0,60,0,0,0 days 00:00:00,0.0,1
16474,672,328,196,2,3,4.0,59,0,0,0 days 00:00:00,0.0,11
16475,672,350,195,17,4,3.0,58,0,0,0 days 00:00:00,0.0,12
16476,672,304,187,4,5,2.0,58,0,0,0 days 00:00:00,0.0,12
16477,672,361,66,14,6,1.0,57,0,0,0 days 00:00:00,0.0,13
16478,672,370,66,12,7,0.0,57,0,0,0 days 00:00:00,0.0,13
16479,672,360,187,6,8,0.0,56,0,0,0 days 00:00:00,0.0,14
16480,672,306,82,8,9,0.0,56,0,0,0 days 00:00:00,0.0,14
16481,672,278,6,5,10,0.0,55,0,0,0 days 00:00:00,0.0,15
16482,672,346,180,11,11,0.0,54,0,0,0 days 00:00:00,0.0,16
16483,672,345,66,10,12,0.0,53,0,0,0 days 00:00:00,0.0,62
16484,672,358,191,1,13,0.0,45,0,0,0 days 00:00:00,0.0,95
16485,672,356,191,13,14,0.0,15,0,0,0 days 00:00:00,0.0,48
16486,672,289,180,9,15,0.0,14,0,0,0 days 00:00:00,0.0,86
16487,672,359,195,15,16,0.0,14,0,0,0 days 00:00:00,0.0,3
16488,672,377,11,16,17,0.0,2,0,0,0 days 00:00:00,0.0,3
16489,673,346,180,4,1,9.0,80,0,0,0 days 00:00:00,0.0,1
16490,673,278,6,3,2,6.0,80,0,0,0 days 00:00:00,0.0,1
16491,673,235,6,12,3,4.0,79,0,0,0 days 00:00:00,0.0,11
16492,673,304,187,11,4,3.0,79,0,0,0 days 00:00:00,0.0,11
16493,673,341,11,9,5,2.0,78,0,0,0 days 00:00:00,0.0,12
16494,673,328,196,7,6,1.0,78,0,0,0 days 00:00:00,0.0,12
16495,673,360,187,10,7,0.0,77,0,0,0 days 00:00:00,0.0,13
16496,673,361,66,16,8,0.0,72,0,0,0 days 00:00:00,0.0,18
16497,673,358,191,5,9,0.0,55,0,0,0 days 00:00:00,0.0,95
16498,673,345,66,13,10,0.0,52,0,0,0 days 00:00:00,0.0,5
16499,673,351,191,19,11,0.0,52,0,0,0 days 00:00:00,0.0,62
16500,673,262,180,2,12,0.0,43,0,0,0 days 00:00:00,0.0,7
16501,673,378,195,18,13,0.0,34,0,0,0 days 00:00:00,0.0,80
16502,673,289,180,1,14,0.0,26,0,0,0 days 00:00:00,0.0,86
16503,673,350,195,7,15,0.0,26,0,0,0 days 00:00:00,0.0,5
16504,673,306,82,14,16,0.0,11,0,0,0 days 00:00:00,0.0,5
16505,673,370,66,15,17,0.0,10,0,0,0 days 00:00:00,0.0,21
16506,673,364,190,6,18,0.0,8,0,0,0 days 00:00:00,0.0,48
16507,673,347,194,20,19,0.0,6,0,0,0 days 00:00:00,0.0,5
16508,673,356,191,8,20,0.0,0,0,0,0 days 00:00:00,0.0,5
16509,674,328,196,6,1,9.0,14,0,0,0 days 00:00:00,0.0,1
16510,674,289,180,4,2,6.0,14,0,0,0 days 00:00:00,0.0,1
16511,674,358,191,3,3,4.0,14,0,0,0 days 00:00:00,0.0,1
16512,674,235,6,1,4,3.0,14,0,0,0 days 00:00:00,0.0,1
