resultId,raceId,driverId,constructorId,grid_position,position,points,laps,fastestLap,fastestLapRank,fastestLapTime,fastestLapSpeed,statusId
1,18,1,1,1,1,10.0,58,39,2,0 days 00:01:27.452000,218.3,1
2,18,2,2,5,2,8.0,58,41,3,0 days 00:01:27.739000,217.586,1
3,18,3,3,7,3,6.0,58,41,5,0 days 00:01:28.090000,216.719,1
4,18,4,4,11,4,5.0,58,58,7,0 days 00:01:28.603000,215.464,1
5,18,5,1,3,5,4.0,58,43,1,0 days 00:01:27.418000,218.385,1
6,18,6,3,13,6,3.0,57,50,14,0 days 00:01:29.639000,212.974,11
7,18,7,5,17,7,2.0,55,22,12,0 days 00:01:29.534000,213.224,5
8,18,8,6,15,8,1.0,53,20,4,0 days 00:01:27.903000,217.18,5
9,18,9,2,2,9,0.0,47,15,9,0 days 00:01:28.753000,215.1,4
10,18,10,7,18,10,0.0,43,23,13,0 days 00:01:29.558000,213.166,3
11,18,11,8,19,11,0.0,32,24,15,0 days 00:01:30.892000,210.038,7
12,18,12,4,20,12,0.0,30,20,16,0 days 00:01:31.384000,208.907,8
13,18,13,6,4,13,0.0,29,23,6,0 days 00:01:28.175000,216.51,5
14,18,14,9,8,14,0.0,25,21,11,0 days 00:01:29.502000,213.3,4
15,18,15,7,6,15,0.0,19,18,10,0 days 00:01:29.310000,213.758,10
16,18,16,10,22,16,0.0,8,8,17,0 days 00:01:32.021000,207.461,9
17,18,17,9,14,17,0.0,0,0,0,0 days 00:00:00,0.0,4
18,18,18,11,12,18,0.0,0,0,0,0 days 00:00:00,0.0,4
19,18,19,8,21,19,0.0,0,0,0,0 days 00:00:00,0.0,4
20,18,20,5,9,20,0.0,0,0,0,0 days 00:00:00,0.0,4
21,18,21,10,16,21,0.0,0,0,0,0 days 00:00:00,0.0,4
22,18,22,11,10,22,0.0,58,44,8,0 days 00:01:28.736000,215.141,2
23,19,8,6,2,1,10.0,56,37,2,0 days 00:01:35.405000,209.158,1
24,19,9,2,4,2,8.0,56,39,6,0 days 00:01:35.921000,208.033,1
25,19,5,1,8,3,6.0,56,19,7,0 days 00:01:35.922000,208.031,1
26,19,15,7,3,4,5.0,56,53,8,0 days 00:01:36.068000,207.715,1
27,19,1,1,9,5,4.0,56,53,3,0 days 00:01:35.462000,209.033,1
28,19,2,2,5,6,3.0,56,55,1,0 days 00:01:35.366000,209.244,1
29,19,17,9,6,7,2.0,56,53,12,0 days 00:01:36.696000,206.366,1
30,19,4,4,7,8,1.0,56,40,10,0 days 00:01:36.288000,207.24,1
31,19,14,9,12,9,0.0,56,55,9,0 days 00:01:36.206000,207.417,1
32,19,18,11,11,10,0.0,56,56,4,0 days 00:01:35.715000,208.481,1
33,19,12,4,13,11,0.0,56,52,15,0 days 00:01:36.956000,205.812,1
34,19,21,10,17,12,0.0,55,52,16,0 days 00:01:36.962000,205.8,11
35,19,22,11,14,13,0.0,55,55,11,0 days 00:01:36.693000,206.372,11
36,19,3,3,16,14,0.0,55,55,13,0 days 00:01:36.782000,206.182,11
37,19,19,8,21,15,0.0,55,55,18,0 days 00:01:38.171000,203.265,11
38,19,11,8,19,16,0.0,54,53,19,0 days 00:01:38.504000,202.578,12
39,19,6,3,22,17,0.0,54,19,17,0 days 00:01:37.711000,204.222,12
40,19,20,5,15,18,0.0,39,37,14,0 days 00:01:36.870000,205.995,5
41,19,13,6,1,19,0.0,30,15,5,0 days 00:01:35.914000,208.048,20
42,19,16,10,20,20,0.0,5,3,20,0 days 00:01:40.330000,198.891,9
43,19,10,7,10,21,0.0,1,0,0,0 days 00:00:00,0.0,4
44,19,7,5,18,22,0.0,0,0,0,0 days 00:00:00,0.0,20
45,20,13,6,2,1,10.0,57,38,3,0 days 00:01:33.600000,208.153,1
46,20,8,6,4,2,8.0,57,35,4,0 days 00:01:33.709000,207.911,1
47,20,9,2,1,3,6.0,57,55,5,0 days 00:01:33.775000,207.765,1
48,20,2,2,6,4,5.0,57,48,2,0 days 00:01:33.565000,208.231,1
49,20,5,1,5,5,4.0,57,49,1,0 days 00:01:33.193000,209.062,1
50,20,15,7,7,6,3.0,57,45,7,0 days 00:01:34.204000,206.819,1
51,20,17,9,11,7,2.0,57,51,8,0 days 00:01:34.305000,206.597,1
52,20,3,3,8,8,1.0,57,57,6,0 days 00:01:34.072000,207.109,1
53,20,10,7,13,9,0.0,57,56,9,0 days 00:01:34.807000,205.503,1
54,20,4,4,10,10,0.0,57,35,13,0 days 00:01:35.194000,204.668,1
55,20,22,11,12,11,0.0,57,40,10,0 days 00:01:34.855000,205.399,1
56,20,21,10,18,12,0.0,56,56,11,0 days 00:01:35.057000,204.963,11
57,20,1,1,3,13,0.0,56,25,19,0 days 00:01:35.520000,203.969,11
58,20,6,3,16,14,0.0,56,30,17,0 days 00:01:35.433000,204.155,11
59,20,7,5,15,15,0.0,56,33,15,0 days 00:01:35.333000,204.369,11
60,20,19,8,21,16,0.0,56,45,14,0 days 00:01:35.324000,204.389,11
61,20,11,8,22,17,0.0,56,56,20,0 days 00:01:35.891000,203.18,11
62,20,14,9,17,18,0.0,56,43,16,0 days 00:01:35.351000,204.331,11
63,20,16,10,20,19,0.0,56,55,18,0 days 00:01:35.442000,204.136,12
64,20,12,4,14,20,0.0,40,31,12,0 days 00:01:35.129000,204.808,6
65,20,18,11,9,21,0.0,19,11,21,0 days 00:01:36.125000,202.686,4
66,20,20,5,19,22,0.0,0,0,0,0 days 00:00:00,0.0,5
67,21,8,6,1,1,10.0,66,46,1,0 days 00:01:21.670000,205.191,1
68,21,13,6,3,2,8.0,66,45,2,0 days 00:01:21.801000,204.863,1
69,21,1,1,5,3,6.0,66,20,3,0 days 00:01:22.017000,204.323,1
70,21,9,2,4,4,5.0,66,20,4,0 days 00:01:22.106000,204.102,1
71,21,17,9,7,5,4.0,66,19,8,0 days 00:01:22.564000,202.969,1
72,21,18,11,13,6,3.0,66,66,5,0 days 00:01:22.353000,203.489,1
73,21,6,3,12,7,2.0,66,48,15,0 days 00:01:23.549000,200.576,1
74,21,15,7,8,8,1.0,66,45,10,0 days 00:01:22.758000,202.494,1
75,21,2,2,9,9,0.0,66,21,7,0 days 00:01:22.519000,203.08,1
76,21,21,10,19,10,0.0,65,40,14,0 days 00:01:23.439000,200.841,11
77,21,10,7,14,11,0.0,65,57,12,0 days 00:01:23.007000,201.886,11
78,21,14,9,17,12,0.0,65,57,11,0 days 00:01:22.842000,202.288,11
79,21,11,8,22,13,0.0,65,34,17,0 days 00:01:24.617000,198.045,11
80,21,3,3,15,14,0.0,41,20,13,0 days 00:01:23.319000,201.13,5
81,21,4,4,2,15,0.0,34,15,9,0 days 00:01:22.683000,202.677,5
82,21,22,11,11,16,0.0,34,21,16,0 days 00:01:23.858000,199.837,4
83,21,5,1,6,17,0.0,21,19,6,0 days 00:01:22.453000,203.243,3
84,21,19,8,21,18,0.0,8,6,20,0 days 00:01:26.864000,192.922,21
85,21,7,5,16,19,0.0,7,6,19,0 days 00:01:25.999000,194.862,4
86,21,12,4,10,20,0.0,6,6,18,0 days 00:01:25.444000,196.128,4
87,21,16,10,20,21,0.0,0,0,0,0 days 00:00:00,0.0,4
88,21,20,5,18,22,0.0,0,0,0,0 days 00:00:00,0.0,4
89,22,13,6,1,1,10.0,58,16,3,0 days 00:01:26.666000,221.734,1
90,22,1,1,3,2,8.0,58,31,2,0 days 00:01:26.529000,222.085,1
91,22,8,6,4,3,6.0,58,20,1,0 days 00:01:26.506000,222.144,1
92,22,9,2,5,4,5.0,58,17,4,0 days 00:01:26.780000,221.442,1
93,22,2,2,9,5,4.0,58,20,5,0 days 00:01:27.219000,220.328,1
94,22,4,4,7,6,3.0,58,57,6,0 days 00:01:27.280000,220.174,1
95,22,17,9,6,7,2.0,58,14,7,0 days 00:01:27.630000,219.294,1
96,22,3,3,11,8,1.0,58,55,9,0 days 00:01:27.795000,218.882,1
97,22,14,9,10,9,0.0,58,41,12,0 days 00:01:27.966000,218.457,1
98,22,15,7,8,10,0.0,58,52,11,0 days 00:01:27.926000,218.556,1
99,22,18,11,13,11,0.0,57,57,13,0 days 00:01:27.998000,218.377,11
100,22,5,1,2,12,0.0,57,55,8,0 days 00:01:27.640000,219.269,11
101,22,10,7,15,13,0.0,57,28,16,0 days 00:01:28.303000,217.623,11
102,22,22,11,12,14,0.0,57,56,14,0 days 00:01:28.017000,218.33,11
103,22,12,4,17,15,0.0,57,40,10,0 days 00:01:27.867000,218.703,11
104,22,16,10,19,16,0.0,57,35,18,0 days 00:01:28.780000,216.454,11
105,22,20,5,14,17,0.0,57,38,15,0 days 00:01:28.180000,217.926,11
106,22,7,5,18,18,0.0,24,19,17,0 days 00:01:28.745000,216.539,22
107,22,6,3,16,19,0.0,1,0,0,0 days 00:00:00,0.0,4
108,22,21,10,20,20,0.0,0,0,0,0 days 00:00:00,0.0,4
109,23,1,1,3,1,10.0,76,71,6,0 days 00:01:18.510000,153.152,1
110,23,9,2,5,2,8.0,76,75,5,0 days 00:01:17.933000,154.286,1
111,23,13,6,1,3,6.0,76,76,4,0 days 00:01:17.886000,154.379,1
112,23,17,9,9,4,5.0,76,74,8,0 days 00:01:19.036000,152.133,1
113,23,20,5,19,5,4.0,76,74,7,0 days 00:01:18.787000,152.614,1
114,23,22,11,14,6,3.0,76,75,9,0 days 00:01:19.574000,151.104,1
115,23,6,3,13,7,2.0,76,75,13,0 days 00:01:19.910000,150.469,1
116,23,5,1,4,8,1.0,76,74,2,0 days 00:01:17.282000,155.586,1
117,23,8,6,2,9,0.0,76,74,1,0 days 00:01:16.689000,156.789,1
118,23,4,4,7,10,0.0,75,73,3,0 days 00:01:17.869000,154.413,11
119,23,18,11,11,11,0.0,75,74,10,0 days 00:01:19.582000,151.089,11
120,23,10,7,10,12,0.0,75,75,11,0 days 00:01:19.618000,151.021,11
121,23,15,7,8,13,0.0,75,75,12,0 days 00:01:19.830000,150.62,11
122,23,2,2,12,14,0.0,72,72,14,0 days 00:01:20.251000,149.829,14
123,23,16,10,18,15,0.0,67,60,16,0 days 00:01:22.039000,146.564,4
124,23,3,3,6,16,0.0,59,58,15,0 days 00:01:21.270000,147.951,3
125,23,12,4,17,17,0.0,47,40,17,0 days 00:01:31.187000,131.86,3
126,23,21,10,20,18,0.0,36,33,18,0 days 00:01:32.849000,129.5,6
127,23,14,9,15,19,0.0,7,7,20,0 days 00:01:42.112000,117.753,3
128,23,7,5,16,20,0.0,7,7,19,0 days 00:01:41.150000,118.872,4
129,24,9,2,2,1,10.0,70,47,4,0 days 00:01:17.539000,202.473,1
130,24,2,2,8,2,8.0,70,25,2,0 days 00:01:17.430000,202.758,1
131,24,14,9,13,3,6.0,70,36,7,0 days 00:01:18.085000,201.057,1
132,24,10,7,11,4,5.0,70,31,17,0 days 00:01:19.087000,198.51,1
133,24,13,6,6,5,4.0,70,11,6,0 days 00:01:18.006000,201.261,1
134,24,15,7,14,6,3.0,70,38,15,0 days 00:01:18.870000,199.056,1
135,24,22,11,9,7,2.0,70,35,10,0 days 00:01:18.301000,200.503,1
136,24,20,5,19,8,1.0,70,33,12,0 days 00:01:18.532000,199.913,1
137,24,5,1,7,9,0.0,70,62,11,0 days 00:01:18.462000,200.091,1
138,24,3,3,5,10,0.0,70,14,5,0 days 00:01:17.977000,201.336,1
139,24,18,11,20,11,0.0,70,58,19,0 days 00:01:19.352000,197.847,1
140,24,17,9,10,12,0.0,70,51,8,0 days 00:01:18.201000,200.759,1
141,24,7,5,18,13,0.0,69,34,13,0 days 00:01:18.620000,199.689,11
142,24,21,10,17,14,0.0,51,41,16,0 days 00:01:19.066000,198.563,20
143,24,6,3,12,15,0.0,46,30,14,0 days 00:01:18.784000,199.273,3
144,24,4,4,4,16,0.0,44,16,9,0 days 00:01:18.225000,200.697,20
145,24,12,4,15,17,0.0,43,16,18,0 days 00:01:19.239000,198.129,23
146,24,8,6,3,18,0.0,19,14,1,0 days 00:01:17.387000,202.871,4
147,24,1,1,1,19,0.0,19,4,3,0 days 00:01:17.506000,202.559,4
148,24,16,10,16,20,0.0,13,7,20,0 days 00:01:20.666000,194.624,6
149,25,13,6,2,1,10.0,70,20,2,0 days 00:01:16.729000,206.956,1
150,25,8,6,1,2,8.0,70,16,1,0 days 00:01:16.630000,207.224,1
151,25,15,7,4,3,6.0,70,12,7,0 days 00:01:17.567000,204.721,1
152,25,5,1,10,4,5.0,70,46,3,0 days 00:01:17.134000,205.87,1
153,25,9,2,5,5,4.0,70,16,4,0 days 00:01:17.172000,205.768,1
154,25,17,9,6,6,3.0,70,22,6,0 days 00:01:17.507000,204.879,1
155,25,12,4,9,7,2.0,70,24,10,0 days 00:01:17.758000,204.218,1
156,25,4,4,3,8,1.0,70,39,8,0 days 00:01:17.641000,204.525,1
157,25,14,9,7,9,0.0,70,23,12,0 days 00:01:17.818000,204.06,1
158,25,1,1,13,10,0.0,70,40,5,0 days 00:01:17.453000,205.022,1
159,25,10,7,8,11,0.0,70,45,13,0 days 00:01:17.836000,204.013,1
160,25,20,5,12,12,0.0,70,36,11,0 days 00:01:17.760000,204.212,1
161,25,2,2,11,13,0.0,70,46,9,0 days 00:01:17.716000,204.328,1
162,25,22,11,20,14,0.0,69,54,14,0 days 00:01:17.969000,203.665,11
163,25,6,3,15,15,0.0,69,60,15,0 days 00:01:18.054000,203.443,11
164,25,3,3,19,16,0.0,69,38,17,0 days 00:01:18.311000,202.776,11
165,25,7,5,14,17,0.0,69,28,16,0 days 00:01:18.216000,203.022,11
166,25,21,10,17,18,0.0,69,53,19,0 days 00:01:18.557000,202.141,11
167,25,16,10,18,19,0.0,69,41,18,0 days 00:01:18.462000,202.385,11
168,25,18,11,16,20,0.0,16,15,20,0 days 00:01:20.876000,196.345,4
169,26,1,1,4,1,10.0,60,16,3,0 days 00:01:32.817000,199.398,1
170,26,2,2,5,2,8.0,60,21,2,0 days 00:01:32.719000,199.609,1
171,26,22,11,16,3,6.0,60,21,11,0 days 00:01:33.386000,198.183,1
172,26,8,6,3,4,5.0,59,18,1,0 days 00:01:32.150000,200.842,11
173,26,5,1,1,5,4.0,59,17,5,0 days 00:01:33.130000,198.728,11
174,26,4,4,6,6,3.0,59,17,6,0 days 00:01:33.133000,198.722,11
175,26,15,7,14,7,2.0,59,22,13,0 days 00:01:33.808000,197.292,11
176,26,6,3,15,8,1.0,59,21,14,0 days 00:01:34.277000,196.31,11
177,26,3,3,20,9,0.0,59,21,16,0 days 00:01:34.797000,195.234,11
178,26,17,9,2,10,0.0,59,17,4,0 days 00:01:32.952000,199.109,11
179,26,7,5,13,11,0.0,59,21,9,0 days 00:01:33.367000,198.224,11
180,26,10,7,12,12,0.0,59,19,15,0 days 00:01:34.610000,195.619,11
181,26,13,6,9,13,0.0,58,19,8,0 days 00:01:33.257000,198.458,12
182,26,9,2,10,14,0.0,39,22,12,0 days 00:01:33.539000,197.859,20
183,26,18,11,17,15,0.0,38,21,10,0 days 00:01:33.376000,198.205,20
184,26,12,4,7,16,0.0,35,21,7,0 days 00:01:33.203000,198.573,20
185,26,21,10,19,17,0.0,16,21,17,0 days 00:01:34.930000,194.96,20
186,26,16,10,18,18,0.0,10,5,18,0 days 00:01:38.160000,188.545,20
187,26,20,5,8,19,0.0,0,0,0,0 days 00:00:00,0.0,4
188,26,14,9,11,20,0.0,0,0,0,0 days 00:00:00,0.0,4
189,27,1,1,1,1,10.0,67,17,2,0 days 00:01:16.039000,216.552,1
190,27,12,4,17,2,8.0,67,66,9,0 days 00:01:16.910000,214.099,1
191,27,13,6,2,3,6.0,67,19,5,0 days 00:01:16.502000,215.241,1
192,27,2,2,12,4,5.0,67,52,1,0 days 00:01:15.987000,216.7,1
193,27,5,1,3,5,4.0,67,63,4,0 days 00:01:16.495000,215.261,1
194,27,8,6,6,6,3.0,67,66,3,0 days 00:01:16.342000,215.692,1
195,27,9,2,7,7,2.0,67,17,6,0 days 00:01:16.610000,214.937,1
196,27,20,5,9,8,1.0,67,20,8,0 days 00:01:16.772000,214.484,1
197,27,15,7,4,9,0.0,67,17,12,0 days 00:01:17.023000,213.785,1
198,27,3,3,13,10,0.0,67,34,15,0 days 00:01:17.380000,212.799,1
199,27,4,4,5,11,0.0,67,17,13,0 days 00:01:17.115000,213.53,1
200,27,7,5,15,12,0.0,67,63,10,0 days 00:01:16.969000,213.935,1
201,27,14,9,10,13,0.0,67,18,11,0 days 00:01:16.994000,213.866,1
202,27,6,3,16,14,0.0,67,23,17,0 days 00:01:17.691000,211.947,1
203,27,16,10,19,15,0.0,67,66,18,0 days 00:01:17.889000,211.408,1
204,27,21,10,20,16,0.0,67,67,20,0 days 00:01:18.208000,210.546,1
205,27,18,11,14,17,0.0,66,56,16,0 days 00:01:17.636000,212.097,11
206,27,22,11,18,18,0.0,50,30,19,0 days 00:01:17.986000,211.145,4
207,27,17,9,8,19,0.0,40,20,14,0 days 00:01:17.206000,213.278,5
208,27,10,7,11,20,0.0,35,24,7,0 days 00:01:16.712000,214.652,22
209,28,5,1,2,1,10.0,70,19,7,0 days 00:01:21.753000,192.917,1
210,28,10,7,5,2,8.0,70,42,6,0 days 00:01:21.671000,193.111,1
211,28,8,6,6,3,6.0,70,61,1,0 days 00:01:21.195000,194.243,1
212,28,4,4,7,4,5.0,70,47,8,0 days 00:01:21.793000,192.823,1
213,28,1,1,1,5,4.0,70,15,3,0 days 00:01:21.493000,193.533,1
214,28,12,4,10,6,3.0,70,64,4,0 days 00:01:21.537000,193.428,1
215,28,15,7,9,7,2.0,70,65,5,0 days 00:01:21.638000,193.189,1
216,28,9,2,4,8,1.0,70,70,9,0 days 00:01:21.941000,192.475,1
217,28,17,9,8,9,0.0,70,67,10,0 days 00:01:22.125000,192.043,1
218,28,2,2,15,10,0.0,70,67,11,0 days 00:01:22.183000,191.908,1
219,28,14,9,13,11,0.0,70,67,16,0 days 00:01:22.732000,190.634,1
220,28,18,11,12,12,0.0,69,63,13,0 days 00:01:22.397000,191.409,11
221,28,6,3,16,13,0.0,69,67,18,0 days 00:01:23.307000,189.319,11
222,28,3,3,14,14,0.0,69,57,12,0 days 00:01:22.397000,191.409,11
223,28,21,10,18,15,0.0,69,68,15,0 days 00:01:22.641000,190.844,11
224,28,22,11,17,16,0.0,68,65,14,0 days 00:01:22.436000,191.319,12
225,28,13,6,3,17,0.0,67,16,2,0 days 00:01:21.355000,193.861,5
226,28,7,5,19,18,0.0,67,29,17,0 days 00:01:23.220000,189.516,13
227,28,16,10,20,19,0.0,62,29,19,0 days 00:01:23.650000,188.542,23
228,28,20,5,11,20,0.0,22,17,20,0 days 00:01:24.222000,187.262,25
229,29,13,6,1,1,10.0,57,36,1,0 days 00:01:38.708000,197.637,1
230,29,1,1,2,2,8.0,57,16,2,0 days 00:01:38.884000,197.285,1
231,29,9,2,3,3,6.0,57,38,4,0 days 00:01:39.330000,196.399,1
232,29,5,1,5,4,5.0,57,19,3,0 days 00:01:39.112000,196.831,1
233,29,15,7,7,5,4.0,57,37,12,0 days 00:01:39.657000,195.755,1
234,29,20,5,6,6,3.0,57,36,6,0 days 00:01:39.485000,196.093,1
235,29,10,7,13,7,2.0,57,54,8,0 days 00:01:39.535000,195.995,1
236,29,3,3,9,8,1.0,57,35,10,0 days 00:01:39.577000,195.912,1
237,29,2,2,8,9,0.0,57,57,7,0 days 00:01:39.526000,196.013,1
238,29,7,5,10,10,0.0,57,35,11,0 days 00:01:39.639000,195.79,1
239,29,12,4,15,11,0.0,57,29,9,0 days 00:01:39.544000,195.977,1
240,29,17,9,14,12,0.0,56,27,14,0 days 00:01:40.264000,194.57,11
241,29,18,11,16,13,0.0,56,21,18,0 days 00:01:40.763000,193.606,11
242,29,21,10,18,14,0.0,56,54,15,0 days 00:01:40.353000,194.397,11
243,29,6,3,11,15,0.0,56,56,13,0 days 00:01:39.803000,195.469,11
244,29,22,11,19,16,0.0,56,56,16,0 days 00:01:40.593000,193.933,11
245,29,14,9,17,17,0.0,56,13,19,0 days 00:01:40.978000,193.194,11
246,29,8,6,4,18,0.0,45,34,5,0 days 00:01:39.424000,196.214,5
247,29,16,10,20,19,0.0,41,28,17,0 days 00:01:40.661000,193.802,3
248,29,4,4,12,20,0.0,0,0,0,0 days 00:00:00,0.0,4
249,30,13,6,2,1,10.0,44,26,3,0 days 00:01:48.222000,232.987,1
250,30,2,2,5,2,8.0,44,36,7,0 days 00:01:49.067000,231.182,1
251,30,1,1,1,3,6.0,44,20,2,0 days 00:01:48.135000,233.175,1
252,30,4,4,6,4,5.0,44,25,9,0 days 00:01:49.238000,230.82,1
253,30,20,5,10,5,4.0,44,16,8,0 days 00:01:49.086000,231.142,1
254,30,9,2,8,6,3.0,44,36,5,0 days 00:01:48.965000,231.399,1
255,30,7,5,9,7,2.0,44,31,6,0 days 00:01:49.002000,231.32,1
256,30,17,9,7,8,1.0,44,34,10,0 days 00:01:49.515000,230.236,1
257,30,10,7,13,9,0.0,44,37,12,0 days 00:01:50.255000,228.691,1
258,30,5,1,3,10,0.0,43,35,4,0 days 00:01:48.223000,232.985,6
259,30,14,9,14,11,0.0,43,19,11,0 days 00:01:50.177000,228.853,11
260,30,3,3,15,12,0.0,43,32,15,0 days 00:01:50.656000,227.862,11
261,30,16,10,18,13,0.0,43,27,13,0 days 00:01:50.487000,228.211,11
262,30,6,3,19,14,0.0,43,35,17,0 days 00:01:50.970000,227.218,11
263,30,18,11,17,15,0.0,43,19,16,0 days 00:01:50.671000,227.832,11
264,30,15,7,11,16,0.0,43,32,14,0 days 00:01:50.543000,228.095,11
265,30,21,10,20,17,0.0,43,17,19,0 days 00:01:51.701000,225.731,11
266,30,8,6,4,18,0.0,42,24,1,0 days 00:01:47.930000,233.618,20
267,30,22,11,16,19,0.0,19,10,20,0 days 00:01:52.072000,224.983,6
268,30,12,4,12,20,0.0,13,12,18,0 days 00:01:51.118000,226.915,20
269,31,20,5,1,1,10.0,53,53,14,0 days 00:01:30.510000,230.414,1
270,31,5,1,2,2,8.0,53,53,13,0 days 00:01:30.300000,230.95,1
271,31,9,2,11,3,6.0,53,52,12,0 days 00:01:30.298000,230.955,1
272,31,4,4,8,4,5.0,53,51,9,0 days 00:01:29.961000,231.82,1
273,31,2,2,10,5,4.0,53,53,6,0 days 00:01:29.807000,232.217,1
274,31,13,6,6,6,3.0,53,52,4,0 days 00:01:29.696000,232.505,1
275,31,1,1,15,7,2.0,53,52,5,0 days 00:01:29.721000,232.44,1
276,31,17,9,3,8,1.0,53,52,3,0 days 00:01:29.681000,232.544,1
277,31,8,6,14,9,0.0,53,53,1,0 days 00:01:28.047000,236.859,1
278,31,12,4,17,10,0.0,53,53,16,0 days 00:01:30.918000,229.38,1
279,31,10,7,9,11,0.0,53,53,8,0 days 00:01:29.948000,231.853,1
280,31,6,3,18,12,0.0,53,53,11,0 days 00:01:30.215000,231.167,1
281,31,15,7,7,13,0.0,53,52,15,0 days 00:01:30.853000,229.544,1
282,31,3,3,5,14,0.0,53,53,10,0 days 00:01:30.019000,231.671,1
283,31,18,11,19,15,0.0,53,52,7,0 days 00:01:29.827000,232.166,1
284,31,14,9,13,16,0.0,52,49,17,0 days 00:01:32.459000,225.557,11
285,31,22,11,16,17,0.0,52,42,19,0 days 00:01:33.918000,222.053,11
286,31,7,5,4,18,0.0,52,52,2,0 days 00:01:29.258000,233.646,11
287,31,16,10,20,19,0.0,51,51,18,0 days 00:01:33.458000,223.146,12
288,31,21,10,12,20,0.0,11,6,20,0 days 00:01:37.304000,214.326,3
289,32,4,4,15,1,10.0,61,55,3,0 days 00:01:45.768000,172.464,1
290,32,3,3,8,2,8.0,61,39,5,0 days 00:01:46.454000,171.352,1
291,32,1,1,2,3,6.0,61,14,4,0 days 00:01:46.072000,171.969,1
292,32,10,7,7,4,5.0,61,50,8,0 days 00:01:47.044000,170.408,1
293,32,20,5,6,5,4.0,61,13,9,0 days 00:01:47.271000,170.047,1
294,32,2,2,9,6,3.0,61,14,11,0 days 00:01:47.306000,169.992,1
295,32,14,9,14,7,2.0,61,41,13,0 days 00:01:47.562000,169.587,1
296,32,6,3,10,8,1.0,61,13,10,0 days 00:01:47.287000,170.022,1
297,32,18,11,12,9,0.0,61,61,15,0 days 00:01:48.128000,168.7,1
298,32,5,1,5,10,0.0,61,14,12,0 days 00:01:47.337000,169.943,1
299,32,9,2,4,11,0.0,61,14,6,0 days 00:01:46.899000,170.639,1
300,32,7,5,17,12,0.0,61,29,14,0 days 00:01:47.820000,169.181,1
301,32,13,6,1,13,0.0,61,13,2,0 days 00:01:45.757000,172.482,1
302,32,21,10,20,14,0.0,61,28,16,0 days 00:01:49.101000,167.195,1
303,32,8,6,3,15,0.0,57,14,1,0 days 00:01:45.599000,172.74,3
304,32,15,7,11,16,0.0,50,32,7,0 days 00:01:46.972000,170.523,9
305,32,16,10,19,17,0.0,49,38,18,0 days 00:01:49.270000,166.936,3
306,32,17,9,13,18,0.0,29,13,17,0 days 00:01:49.183000,167.069,7
307,32,22,11,18,19,0.0,14,13,19,0 days 00:01:50.320000,165.348,26
308,32,12,4,16,20,0.0,13,13,20,0 days 00:01:50.449000,165.154,3
309,33,4,4,4,1,10.0,67,41,3,0 days 00:01:19.101000,207.668,1
310,33,9,2,6,2,8.0,67,16,7,0 days 00:01:19.292000,207.168,1
311,33,8,6,2,3,6.0,67,66,2,0 days 00:01:18.995000,207.947,1
312,33,12,4,12,4,5.0,67,54,4,0 days 00:01:19.199000,207.411,1
313,33,15,7,7,5,4.0,67,18,9,0 days 00:01:19.524000,206.564,1
314,33,20,5,9,6,3.0,67,21,12,0 days 00:01:19.617000,206.322,1
315,33,13,6,5,7,2.0,67,55,1,0 days 00:01:18.426000,209.456,1
316,33,17,9,13,8,1.0,67,30,13,0 days 00:01:19.820000,205.798,1
317,33,2,2,16,9,0.0,67,67,8,0 days 00:01:19.461000,206.727,1
318,33,7,5,10,10,0.0,67,49,6,0 days 00:01:19.262000,207.246,1
319,33,3,3,15,11,0.0,67,66,10,0 days 00:01:19.531000,206.545,1
320,33,1,1,1,12,0.0,67,65,11,0 days 00:01:19.560000,206.47,1
321,33,22,11,17,13,0.0,66,66,16,0 days 00:01:20.575000,203.869,11
322,33,18,11,18,14,0.0,66,66,17,0 days 00:01:20.849000,203.178,11
323,33,6,3,14,15,0.0,66,32,15,0 days 00:01:20.364000,204.404,11
324,33,21,10,20,16,0.0,21,20,19,0 days 00:01:21.577000,201.365,6
325,33,5,1,3,17,0.0,16,12,5,0 days 00:01:19.258000,207.257,5
326,33,16,10,19,18,0.0,8,6,18,0 days 00:01:21.189000,202.327,27
327,33,10,7,8,19,0.0,6,4,14,0 days 00:01:20.254000,204.685,28
328,33,14,9,11,20,0.0,0,0,0,0 days 00:00:00,0.0,4
329,34,1,1,1,1,10.0,56,13,1,0 days 00:01:36.325000,203.722,1
330,34,13,6,3,2,8.0,56,36,4,0 days 00:01:36.591000,203.161,1
331,34,8,6,2,3,6.0,56,14,2,0 days 00:01:36.483000,203.389,1
332,34,4,4,4,4,5.0,56,56,5,0 days 00:01:36.659000,203.018,1
333,34,2,2,9,5,4.0,56,56,3,0 days 00:01:36.498000,203.357,1
334,34,9,2,11,6,3.0,56,56,7,0 days 00:01:36.854000,202.61,1
335,34,10,7,12,7,2.0,56,56,6,0 days 00:01:36.727000,202.876,1
336,34,12,4,10,8,1.0,56,56,8,0 days 00:01:36.996000,202.313,1
337,34,20,5,6,9,0.0,56,55,9,0 days 00:01:37.212000,201.863,1
338,34,14,9,15,10,0.0,56,27,14,0 days 00:01:37.753000,200.746,1
339,34,22,11,13,11,0.0,56,56,16,0 days 00:01:37.845000,200.558,1
340,34,6,3,17,12,0.0,56,54,17,0 days 00:01:38.019000,200.202,1
341,34,7,5,8,13,0.0,56,36,12,0 days 00:01:37.452000,201.366,1
